0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
284,5,4,0,3,5,4,5,0,0,5,5,5,0,0,0,4,4,5,5,4,4,0,5,0,3,0,0,5,1,5,4,0,4,3,0,5,2,0,3,0,5,0,0,3,2,4,4,2,0,5,4,0,1,0,0,4,2,4,5,1,0,0,5,5,0,0,4,3,5,0,5,5,0,0,0,0,0,0,0,4,4,0,4,1,0,5,0,3,5,1,4,1,4,0,0
285,2,0,0,0,0,4,5,0,2,3,4,5,4,1,0,0,0,0,0,5,5,4,4,1,0,0,4,4,0,0,5,4,3,5,5,1,4,0,4,5,4,2,0,0,0,5,0,5,0,5,4,0,4,0,0,4,5,4,0,4,0,4,5,0,0,3,4,4,0,3,5,0,0,0,4,0,2,0,3,5,0,0,0,3,0,0,5,0,4,4,3,0,4,0,5
286,3,4,3,0,0,4,0,0,4,5,4,3,4,3,0,4,2,4,0,2,5,5,5,5,0,3,5,0,5,5,0,0,0,4,5,5,3,3,0,5,0,0,5,2,5,4,4,5,0,5,0,4,5,0,0,0,0,0,0,0,4,5,3,0,0,5,0,4,4,4,0,5,5,2,0,0,0,3,0,1,0,4,3,0,5,4,4,5,5,4,2,2,0,4,4
287,0,0,5,5,1,2,3,0,0,5,0,3,3,4,0,3,4,5,0,1,1,0,3,4,4,4,0,2,3,5,2,0,5,0,4,5,4,4,1,0,2,4,2,5,0,4,5,0,0,0,4,0,0,4,3,0,1,4,0,3,4,0,0,0,5,3,4,0,0,5,2,0,5,0,0,5,4,0,3,4,4,4,4,4,4,5,5,0,2,0,0,0,0,0,5
288,0,0,5,0,0,4,0,0,5,0,5,4,0,0,0,1,4,4,0,4,0,3,4,0,3,4,4,1,5,0,0,3,1,4,3,4,4,5,4,4,0,4,5,0,4,0,0,5,4,0,3,0,0,4,0,0,4,2,4,5,0,0,0,4,0,3,4,4,3,4,0,5,2,0,0,0,4,1,5,5,5,0,3,0,4,0,0,3,5,1,3,4,5,1,0
289,0,5,5,4,1,3,0,0,0,4,5,0,3,0,4,0,3,4,2,0,4,5,0,0,0,4,4,5,0,0,2,4,0,5,5,0,0,5,4,0,0,0,0,5,5,0,0,4,4,4,0,0,0,0,4,4,5,0,4,0,0,0,4,4,5,5,5,5,3,5,4,5,0,4,0,4,4,4,4,4,5,0,0,5,1,1,1,4,0,0,0,0,1,5,0
290,0,5,4,3,0,0,4,5,5,3,2,5,3,3,0,5,4,5,0,5,1,0,5,0,0,0,0,5,0,0,3,4,0,5,0,4,3,3,0,0,4,4,5,0,0,5,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,0,3,4,4,5,0,4,0,0,5,2,0,5,5,0,0,5,0,0,0,4,5,4,0,5,0,5,0,4,0,4,0
291,0,2,0,0,4,4,0,0,0,0,0,4,0,0,0,5,5,4,0,5,1,5,5,0,0,4,5,0,5,5,3,5,4,4,3,1,0,0,1,0,5,5,1,0,0,2,0,5,1,4,3,5,4,0,0,3,0,4,5,0,0,0,0,0,4,3,0,5,5,0,0,0,5,0,0,0,1,3,5,0,4,0,0,4,5,0,0,0,3,0,4,0,0,5,0
292,0,3,0,5,0,0,0,2,4,5,4,0,4,5,0,4,5,3,5,2,1,5,0,4,3,5,4,5,0,0,0,2,4,3,5,0,4,5,5,4,0,3,0,3,4,0,4,4,4,3,4,5,4,4,0,3,4,4,0,0,0,5,0,4,4,2,1,4,0,0,5,0,1,5,0,5,3,0,0,2,0,3,4,1,1,5,5,4,0,5,0,0,5,0,0
293,5,5,0,3,4,0,0,0,1,4,2,4,4,4,3,3,0,4,5,3,0,5,1,4,0,0,0,0,5,0,0,5,4,3,0,4,2,3,4,1,0,0,4,0,5,5,0,0,4,0,0,0,0,0,0,3,3,4,0,4,5,3,0,0,3,0,3,0,4,2,1,4,4,3,0,0,5,4,0,0,0,5,2,0,0,4,0,0,0,5,5,3,3,1,3
294,0,0,5,5,0,0,3,4,0,4,4,5,5,3,4,3,0,0,5,0,0,2,0,5,4,0,2,0,4,0,0,0,4,5,1,4,5,0,0,5,5,0,5,4,5,5,5,0,0,0,4,1,4,1,0,4,0,0,4,0,5,5,5,0,0,4,5,0,4,0,0,3,5,0,3,3,2,1,0,2,5,5,0,4,2,5,2,5,5,4,0,3,0,5,4
295,0,0,5,4,2,4,3,4,0,4,0,0,3,0,4,4,3,0,4,4,0,4,1,0,0,2,5,0,3,1,3,5,5,0,5,5,5,0,4,5,5,4,0,4,0,0,5,2,5,0,0,3,4,2,0,0,3,5,0,0,4,2,4,0,0,0,0,2,1,0,5,0,5,0,4,3,0,4,4,0,0,0,2,2,2,0,5,0,0,5,2,0,4,4,4
296,5,5,4,3,2,0,2,3,0,0,4,0,0,0,0,0,3,0,0,0,4,0,5,5,1,2,3,2,0,3,3,0,0,3,0,4,0,0,0,5,4,5,3,4,3,0,0,0,5,4,0,0,0,0,0,4,3,4,4,4,4,0,0,0,0,3,4,4,2,0,2,1,5,0,2,0,4,4,0,0,5,2,0,4,0,0,0,0,0,5,0,5,4,0,4
297,1,1,5,3,0,5,0,0,5,4,5,3,3,5,0,3,3,4,3,0,0,0,0,4,0,0,3,0,1,5,5,0,3,3,0,1,3,5,0,0,0,0,0,2,3,0,4,5,0,3,0,0,4,1,4,0,0,4,3,5,0,0,5,1,4,0,4,0,1,3,3,0,1,5,5,0,5,5,0,3,1,5,4,4,4,5,2,0,2,0,2,0,4,1,5
298,1,4,4,5,5,3,0,4,4,4,0,0,4,0,5,0,4,5,0,5,5,0,4,4,4,0,5,0,3,3,4,5,4,2,0,5,5,3,3,0,4,4,4,3,1,0,0,2,0,4,4,0,2,5,4,3,4,0,0,4,0,0,0,4,0,0,0,3,0,0,5,0,0,0,2,4,0,4,0,0,0,0,0,0,4,5,0,0,0,4,2,3,0,0,5
299,2,5,5,4,2,4,0,0,4,5,0,5,5,1,4,0,5,3,0,0,0,4,0,0,0,4,0,3,4,2,3,3,0,0,4,0,5,0,3,0,1,2,0,4,4,5,4,4,5,0,0,0,0,2,3,0,0,4,4,0,0,3,5,0,0,1,5,5,0,0,1,0,2,1,3,0,4,0,0,0,4,0,0,0,0,0,5,5,4,4,0,3,0,0,5
300,3,4,0,5,3,0,4,1,0,4,4,4,0,0,5,2,5,2,0,2,0,0,4,0,0,1,5,0,0,4,5,0,0,1,5,2,1,0,3,3,5,0,4,0,4,5,4,0,0,4,4,5,0,4,4,2,0,0,0,0,5,1,5,0,4,5,4,0,2,5,1,0,5,4,0,1,2,5,3,0,4,0,4,0,0,5,0,0,0,1,4,4,0,4,4
301,5,0,0,0,5,2,5,0,3,4,0,5,5,0,0,0,0,0,4,0,5,2,0,3,4,0,0,0,0,0,0,0,4,1,4,0,4,0,1,0,0,0,0,5,4,4,4,3,4,5,1,5,5,0,3,3,5,0,0,0,4,5,0,0,4,4,1,4,5,1,5,3,3,4,1,4,5,4,4,3,0,5,0,1,4,0,0,0,1,0,4,4,0,0,5
302,0,0,0,3,0,0,5,5,3,1,0,2,1,0,4,0,5,5,0,5,0,0,0,4,0,4,0,4,2,4,4,0,3,1,0,0,0,0,3,4,3,0,5,3,0,4,0,2,1,4,0,0,0,4,3,0,3,0,1,0,0,4,5,5,1,5,3,5,1,0,3,3,0,0,0,4,0,0,5,2,5,5,0,5,5,0,4,0,3,0,0,0,5,5,0
303,4,4,0,1,4,5,2,2,3,4,0,2,4,5,0,0,0,0,2,0,4,4,3,0,0,3,0,4,3,0,1,2,3,0,0,2,0,0,0,0,0,1,4,0,2,1,0,3,0,5,0,5,0,4,3,0,0,4,0,2,3,0,0,0,0,0,0,0,1,4,3,5,4,5,2,0,0,0,0,2,0,1,5,5,4,0,5,0,5,3,4,1,2,0,4
304,3,5,5,0,0,5,0,0,1,5,3,5,2,2,4,0,0,5,2,5,3,5,0,0,5,0,4,4,4,4,0,0,0,4,0,4,4,2,5,4,4,0,0,3,5,0,2,1,4,0,5,1,0,5,5,0,4,5,5,2,0,4,5,0,0,5,0,1,4,1,0,4,0,4,0,0,2,5,4,3,3,0,4,0,3,4,0,5,0,4,0,0,0,0,0
305,4,0,0,0,5,5,0,5,0,4,0,0,4,3,0,5,5,2,3,0,3,0,0,5,0,0,3,5,1,3,0,4,5,5,0,5,0,4,5,4,5,0,3,2,0,4,0,0,4,5,0,2,0,4,2,1,4,0,0,5,5,0,5,4,4,0,4,5,5,5,0,0,0,1,5,5,5,1,0,2,3,1,0,4,0,5,3,0,1,4,4,0,5,4,0
306,0,5,0,1,0,3,4,4,0,5,5,4,0,4,5,0,5,0,0,1,0,3,0,5,3,1,3,0,5,0,0,4,0,1,0,4,0,1,5,0,3,2,0,3,0,4,0,2,0,3,0,5,3,4,0,4,4,5,5,0,0,0,5,0,0,5,0,0,3,5,4,0,0,0,4,3,5,0,3,0,0,5,0,0,0,2,0,4,5,0,4,1,4,4,0
307,5,0,1,3,5,0,5,3,0,3,0,4,1,4,1,0,4,4,2,4,0,1,0,5,5,5,0,5,3,0,3,0,4,0,0,4,0,4,3,3,4,0,0,0,4,5,0,4,4,3,3,2,5,0,0,0,5,0,4,0,5,5,0,3,0,3,5,0,0,4,4,0,4,0,3,0,4,0,4,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,4
308,5,0,5,0,3,4,4,4,3,4,5,0,4,4,5,5,0,5,0,5,0,5,0,0,4,0,5,5,3,1,0,5,0,2,3,1,5,0,0,5,0,0,5,5,5,2,0,0,0,0,0,5,5,4,4,3,5,5,0,5,5,0,4,5,4,4,0,0,2,0,3,3,0,2,0,5,0,5,5,0,3,0,4,4,2,0,0,5,1,0,0,0,4,4,4
309,5,0,5,4,4,0,5,0,0,1,0,0,5,1,3,3,0,0,0,0,2,0,4,4,0,5,0,4,0,0,0,0,4,0,0,2,0,0,5,0,0,3,5,0,5,3,2,0,2,0,0,4,3,0,4,5,4,2,0,2,5,4,0,0,2,4,1,4,0,2,0,4,5,5,3,5,5,4,4,4,3,2,5,1,4,3,4,2,5,4,4,4,0,0,4
310,5,5,3,2,4,4,5,4,5,3,4,0,0,3,0,4,2,0,0,0,0,0,0,0,0,4,3,1,0,0,3,0,4,0,0,0,5,5,0,5,5,1,4,0,0,0,0,0,0,3,2,4,4,0,5,0,5,1,3,0,3,4,4,0,4,5,5,4,2,4,2,0,0,4,5,0,4,3,1,5,0,0,0,4,1,5,0,4,0,0,1,5,3,5,1
311,0,0,1,0,0,3,5,3,0,0,0,0,0,5,0,4,3,0,4,3,4,0,4,3,4,0,0,3,4,2,4,4,1,0,3,2,0,0,4,4,4,0,5,3,3,3,0,3,1,4,0,0,0,5,4,3,0,2,4,4,5,0,4,0,5,5,0,0,4,0,4,0,3,3,1,5,3,5,0,0,5,0,5,0,4,5,0,5,1,5,0,0,0,0,0
312,0,4,0,5,5,2,5,0,0,0,0,4,5,0,0,4,4,5,4,5,3,0,4,4,3,5,4,5,4,0,0,3,3,0,5,4,0,0,0,0,3,0,2,0,3,0,0,4,5,4,0,0,0,4,5,1,0,3,1,0,4,5,4,4,5,0,0,3,5,4,5,5,0,4,1,0,4,2,4,1,2,0,5,4,5,0,3,0,0,4,5,0,0,4,0
313,3,4,5,3,5,3,0,0,4,0,0,5,4,0,5,5,4,3,5,0,4,3,4,0,2,0,0,5,4,0,5,5,3,0,0,3,2,0,3,0,4,4,0,5,4,5,5,4,5,4,4,0,2,5,0,1,3,5,0,4,4,0,4,0,0,0,4,0,5,5,4,0,4,0,4,2,0,0,3,0,0,3,0,4,3,0,4,3,0,0,0,5,0,5,1
314,0,0,0,5,0,0,0,0,0,3,5,0,5,1,4,0,0,4,0,3,0,0,0,4,5,4,5,5,0,4,4,5,0,4,0,5,0,5,0,3,3,0,5,0,0,3,4,5,0,4,5,2,4,5,0,3,4,0,0,5,0,3,5,5,2,5,3,3,0,4,3,4,5,2,5,0,0,2,3,5,1,4,1,3,1,5,5,5,5,0,1,3,5,4,0
315,1,1,0,3,3,0,5,4,1,0,0,0,0,4,3,4,0,0,4,0,5,1,4,0,3,0,0,0,3,0,0,0,4,4,0,0,0,0,0,0,3,0,5,5,0,5,5,4,4,5,0,0,3,5,3,3,3,4,0,1,0,4,5,3,5,0,0,1,4,4,2,0,0,5,4,0,0,0,4,0,2,0,0,5,1,0,5,5,5,0,0,0,0,5,4
316,4,0,4,0,0,1,0,4,2,0,0,5,4,0,2,4,0,5,4,5,5,0,0,0,4,5,5,4,0,0,0,0,3,4,4,5,5,5,0,0,5,4,3,3,4,4,0,5,4,4,4,0,5,0,0,0,0,4,0,0,4,0,5,4,4,0,5,4,3,0,2,0,3,0,0,4,4,3,4,4,0,4,4,0,5,2,5,5,0,5,2,4,4,4,5
317,0,4,5,3,4,4,0,4,5,0,5,3,4,5,0,3,3,3,4,0,0,0,4,5,1,3,4,0,4,4,0,4,5,4,0,0,0,0,0,3,0,4,3,3,4,5,5,5,5,0,5,0,5,3,0,4,0,0,0,4,0,0,2,0,3,4,0,3,0,0,2,5,1,0,0,0,5,0,5,5,5,0,5,0,0,1,5,5,0,5,0,0,5,0,5
318,0,3,0,5,0,5,3,4,3,5,5,5,5,5,4,0,0,0,4,0,0,3,0,4,5,4,2,5,0,4,4,5,0,5,1,0,0,1,5,5,0,0,0,1,0,0,1,0,0,4,0,0,1,5,5,0,0,0,5,0,0,4,2,1,3,5,4,0,4,0,5,5,0,5,0,5,0,4,3,0,0,0,4,4,0,0,0,5,5,0,5,0,0,4,0
319,3,5,0,0,0,0,4,4,2,5,0,0,5,3,0,5,5,0,1,5,5,3,1,0,5,2,4,0,4,0,0,5,1,0,4,5,3,2,5,5,4,4,5,0,5,0,5,0,0,1,4,3,0,4,0,0,0,0,0,0,0,0,2,0,0,4,4,0,0,0,0,4,0,0,0,0,4,3,0,1,4,3,5,4,3,0,0,0,5,4,5,5,2,4,5
320,0,4,5,3,0,0,0,0,0,0,3,4,0,0,0,3,0,4,0,5,3,5,5,0,1,0,0,0,5,4,2,4,2,5,4,0,4,0,5,0,0,5,0,5,0,5,5,5,0,4,0,0,1,0,4,5,0,0,4,0,1,3,4,4,4,3,5,4,0,2,5,3,0,0,0,4,4,0,0,4,0,0,0,5,4,0,0,4,0,0,0,0,5,5,0
321,5,0,0,4,0,0,5,5,0,1,0,3,5,1,5,4,5,0,0,0,0,0,5,5,0,5,5,4,4,3,5,5,0,0,1,3,2,1,0,4,5,0,0,4,5,3,0,3,5,0,2,5,2,4,1,0,4,0,4,0,4,4,0,0,5,4,1,3,4,0,5,5,5,5,5,4,2,0,5,4,0,5,5,2,0,5,3,5,4,0,3,0,0,5,0
322,0,0,0,5,3,0,0,2,0,0,4,0,3,2,4,1,5,3,5,0,5,2,4,0,2,0,0,3,0,5,0,5,4,1,0,1,0,5,0,4,5,0,5,5,0,5,5,5,5,0,0,0,4,4,5,2,0,2,0,0,3,2,5,3,0,0,5,0,4,4,1,4,2,0,0,5,4,3,0,5,3,5,4,4,4,0,4,0,0,0,0,0,0,4,4
323,0,0,2,2,4,4,0,0,4,0,3,2,0,3,0,5,5,0,0,0,0,3,3,5,4,5,5,4,4,2,0,0,0,4,0,0,4,3,0,4,5,0,0,5,4,0,0,0,5,0,0,5,5,0,4,1,0,4,4,0,4,0,1,1,0,4,5,3,4,2,2,0,0,5,0,0,4,0,0,5,3,0,0,1,1,0,0,5,5,0,5,5,4,4,0
324,2,4,3,2,4,2,0,1,3,2,5,4,0,1,0,5,0,0,0,0,3,3,2,0,0,4,4,4,0,0,0,5,4,0,1,1,0,4,5,0,4,4,5,4,0,0,5,0,1,4,3,0,5,5,0,0,0,5,5,0,4,3,0,4,4,0,3,5,0,4,4,5,1,5,5,0,4,0,4,5,4,0,3,4,0,4,0,4,4,1,0,0,4,5,1
325,5,2,5,0,4,1,0,4,3,0,4,5,4,0,4,0,0,4,3,0,5,0,5,0,2,0,0,0,5,5,0,0,0,4,0,0,1,5,0,0,4,0,0,4,0,4,0,4,5,4,0,0,3,4,0,4,5,5,0,5,0,0,1,0,5,0,0,0,0,0,4,4,4,1,2,3,5,5,5,4,3,3,1,5,4,0,0,0,0,0,0,0,5,4,4
326,0,4,0,4,5,4,0,4,1,3,5,1,5,4,2,0,5,0,4,0,0,0,0,4,0,0,0,3,4,4,4,4,1,0,1,0,0,1,0,2,0,0,5,0,0,5,0,5,4,5,5,5,0,4,3,0,1,0,4,0,5,0,0,0,2,0,5,0,0,0,4,3,3,4,4,4,4,4,0,0,0,0,0,4,0,5,5,4,0,4,0,0,3,2,4
327,5,5,0,0,5,1,0,0,5,4,4,3,3,1,0,5,4,0,0,3,3,4,0,4,0,1,0,5,5,4,0,5,0,0,3,5,0,4,0,0,0,0,5,0,1,4,0,4,0,0,0,3,3,0,0,0,5,5,0,0,1,0,0,0,0,5,0,5,0,1,4,2,5,5,0,4,3,0,3,5,3,1,5,2,1,5,0,4,4,1,4,4,0,5,2
328,4,0,4,0,4,0,0,4,3,4,0,0,2,0,5,3,5,5,0,0,4,4,5,0,4,0,5,0,0,0,5,5,2,5,0,0,4,4,5,5,5,4,0,1,5,0,2,0,0,2,5,0,4,0,0,0,0,0,1,0,0,0,0,4,3,0,4,0,4,1,4,1,4,5,5,2,5,4,0,0,1,3,0,0,4,4,0,0,0,0,4,4,5,2,0
329,0,5,4,5,3,0,3,5,5,4,0,0,0,0,3,5,5,0,0,0,0,4,0,3,2,4,4,2,4,0,4,0,5,0,4,4,0,4,5,3,4,5,0,0,5,5,0,4,5,0,5,5,5,0,0,0,4,0,4,2,5,0,0,2,5,5,2,3,0,0,0,2,0,5,0,0,0,0,3,0,4,0,5,5,0,5,0,5,0,5,0,5,0,5,5
330,0,5,4,0,0,0,0,0,0,2,0,4,4,5,0,0,0,0,0,0,4,0,4,4,0,5,2,3,3,0,3,1,3,0,0,0,4,5,0,0,4,0,3,5,0,0,0,0,0,0,1,5,3,2,0,5,4,5,5,5,4,1,1,0,3,3,0,0,0,0,4,0,4,4,4,5,5,0,0,0,0,4,2,5,4,1,1,5,0,4,0,4,4,5,4
331,4,5,4,4,0,5,1,0,2,4,0,2,4,3,3,3,5,0,0,0,5,1,3,0,4,0,0,0,0,5,0,4,1,4,4,0,5,0,4,2,1,0,3,0,5,0,5,5,2,0,0,0,5,2,5,0,0,4,0,0,4,4,5,0,4,1,3,0,5,0,0,0,1,0,0,0,3,4,0,5,2,0,0,3,0,0,0,4,0,0,0,5,2,3,5
332,5,4,2,0,3,0,5,0,0,0,0,4,0,5,5,0,4,5,0,4,0,5,0,4,2,0,0,3,4,4,4,1,5,2,4,0,0,3,0,5,0,5,0,2,5,0,4,0,2,0,3,2,5,0,0,1,5,0,1,0,4,0,5,5,3,4,0,1,5,4,4,1,3,0,3,5,3,3,1,0,4,5,0,3,5,5,4,5,3,0,0,0,0,4,0
333,0,5,5,0,5,5,4,5,4,0,4,2,4,3,1,4,0,4,0,1,0,0,0,0,4,5,0,4,3,2,4,4,1,0,0,0,0,2,3,0,5,0,3,4,0,0,4,0,3,1,4,0,3,5,3,0,4,0,0,4,5,5,2,1,3,0,5,3,4,0,0,4,0,4,4,0,0,0,1,3,2,3,0,2,0,0,0,0,0,4,0,4,5,4,3
334,3,1,5,0,4,0,0,2,0,0,2,4,5,2,4,5,4,0,0,1,0,3,0,0,5,4,3,4,2,5,0,0,0,5,2,0,4,2,1,0,5,0,0,3,4,2,5,4,4,0,4,0,4,4,5,2,3,5,0,4,0,0,0,5,5,1,3,0,4,1,3,4,0,4,0,0,5,4,0,4,4,0,5,4,0,5,5,5,2,0,0,0,2,5,0
335,0,1,5,0,0,0,4,0,4,4,4,2,0,3,4,0,4,3,4,4,3,5,0,0,4,0,3,3,0,0,2,5,0,5,0,5,0,0,0,3,5,0,5,3,0,4,0,0,0,4,0,0,0,5,0,1,5,3,4,5,4,5,0,0,5,0,5,3,1,0,0,4,4,0,4,5,4,0,2,0,0,0,5,5,3,3,4,5,4,0,4,3,2,0,4
336,1,0,3,0,0,5,3,5,0,0,0,4,5,0,4,4,0,0,0,3,5,0,4,3,5,5,5,4,2,0,0,3,0,0,0,1,4,2,5,3,4,3,5,0,5,5,1,4,1,4,4,5,4,0,3,4,4,4,4,4,3,0,4,0,3,4,0,4,2,4,0,1,1,5,0,0,0,4,0,0,2,0,0,3,5,0,3,0,0,0,4,5,0,1,3
337,0,5,5,3,0,4,0,0,5,0,4,3,3,0,5,0,5,3,0,0,0,0,0,0,4,4,5,0,2,0,0,0,0,0,3,0,4,2,4,5,1,5,5,4,1,0,2,3,3,0,0,1,0,0,0,4,4,0,0,5,5,3,2,5,0,3,1,0,3,0,5,5,0,5,4,0,1,0,0,4,5,5,1,4,0,5,0,5,2,3,2,0,0,0,4
338,0,4,5,0,0,0,4,0,5,0,1,0,3,0,1,0,4,0,5,0,5,5,1,2,4,0,2,4,5,0,5,4,3,4,1,4,2,0,0,4,0,5,5,4,1,4,4,4,3,0,5,4,4,0,0,5,4,1,0,0,1,3,3,3,0,0,2,0,2,4,3,5,4,0,5,0,5,0,5,4,2,0,4,0,0,3,4,0,0,0,0,5,0,0,1
339,0,5,5,5,4,4,4,4,5,0,0,4,0,3,5,3,0,0,0,3,0,0,0,3,0,0,5,0,0,5,4,5,3,0,2,4,5,5,0,4,4,3,5,4,4,0,0,1,4,0,4,0,0,0,1,0,5,0,5,3,0,3,4,3,5,5,2,5,0,4,4,4,0,2,0,3,4,3,5,0,4,0,0,1,3,5,4,0,5,4,4,0,5,5,0
340,0,4,4,0,4,5,0,2,4,2,0,0,1,5,0,4,4,0,3,4,5,0,3,0,1,5,1,0,2,4,4,0,0,0,0,2,2,0,3,4,4,0,4,0,5,0,5,3,0,1,0,0,0,5,5,0,5,5,0,3,4,5,0,3,0,0,0,5,0,5,5,4,0,4,3,5,4,0,4,3,0,3,0,0,4,0,0,1,0,5,0,0,0,1,0
341,4,0,0,4,0,4,0,5,5,4,0,0,0,0,1,4,4,5,2,4,1,0,4,1,4,4,0,4,2,3,0,5,0,0,0,1,0,5,1,4,0,0,0,1,0,2,0,0,1,2,4,3,4,5,5,0,1,0,0,4,2,5,0,4,1,3,0,3,4,0,4,4,4,0,0,4,3,4,4,4,2,2,5,0,4,0,0,4,4,4,0,5,3,4,4
342,5,0,5,4,5,0,2,5,3,0,5,0,1,0,0,3,0,0,0,0,5,0,0,0,0,0,2,0,5,0,0,4,0,0,0,0,4,5,2,0,0,0,0,5,2,2,0,0,0,4,0,5,4,4,5,0,4,0,4,0,0,0,0,1,0,0,4,4,4,5,4,3,0,5,0,5,0,3,2,2,5,0,5,0,0,4,0,4,0,1,0,4,0,0,0
343,5,4,0,2,0,5,5,0,0,4,3,0,0,4,5,4,0,3,4,3,4,0,5,5,0,4,4,0,0,2,1,4,5,5,5,5,0,0,0,4,1,0,0,1,0,0,2,0,0,0,0,5,5,3,2,4,0,4,1,0,0,4,5,4,0,0,0,3,0,5,5,4,0,0,0,1,1,0,3,5,0,4,4,2,0,3,0,0,0,5,5,4,3,4,5
344,0,0,0,0,0,0,0,0,0,4,4,1,0,0,3,2,5,0,5,3,3,0,4,0,5,0,0,5,5,4,5,5,3,3,3,0,0,5,2,4,0,5,0,4,2,3,4,4,0,0,0,0,4,5,0,4,5,4,0,5,4,4,0,0,5,4,1,5,4,1,0,0,2,4,4,5,0,0,4,5,0,5,3,3,4,4,0,5,4,0,0,4,2,5,5
345,0,0,4,2,5,5,3,0,0,0,4,5,0,0,0,0,0,5,0,3,5,4,5,0,5,0,0,0,2,0,3,0,5,4,0,2,0,0,0,4,0,4,1,0,0,0,0,0,1,4,3,5,5,0,4,0,4,4,2,0,4,2,3,3,3,2,1,3,0,4,0,2,1,5,0,2,3,5,0,4,0,0,5,1,0,4,0,4,4,3,0,0,0,2,5
346,5,1,4,3,2,1,5,0,4,0,3,0,4,0,2,0,4,5,5,3,4,0,0,4,0,0,5,0,3,4,0,3,0,5,0,0,5,4,0,0,0,0,2,4,4,4,0,4,5,5,4,5,0,4,0,0,3,0,0,5,0,0,3,0,5,4,0,5,0,2,4,0,5,0,5,1,4,0,4,0,0,5,4,0,0,0,0,4,0,0,5,1,4,0,4
347,3,3,0,5,5,5,4,5,2,3,0,2,5,4,3,4,0,0,2,5,5,0,4,0,2,4,1,4,0,1,5,0,5,1,1,0,0,3,4,0,0,5,4,4,0,4,1,1,0,4,1,3,1,0,2,0,0,3,0,4,4,1,4,0,2,0,0,3,4,4,4,5,1,2,4,0,0,4,4,0,5,0,0,5,5,0,0,5,5,0,4,0,4,0,2
348,0,0,3,0,4,5,5,5,5,5,3,2,5,0,5,0,3,0,0,3,4,4,0,0,3,0,0,3,0,4,0,5,1,0,5,1,5,0,0,3,0,4,0,5,3,1,4,1,0,4,2,2,4,1,0,0,0,0,3,0,5,0,1,0,3,4,4,5,2,4,5,3,5,0,4,4,3,3,0,0,3,0,0,2,0,0,0,4,0,3,4,4,0,3,4
349,0,5,0,0,4,4,4,5,0,0,0,4,2,4,3,4,0,4,4,5,0,0,4,5,0,4,0,5,0,2,4,0,0,0,0,0,2,0,0,4,0,3,0,5,0,5,0,0,0,0,0,4,3,4,0,0,0,1,3,4,5,4,3,0,4,0,4,0,4,0,5,3,3,5,5,4,0,4,4,0,4,0,5,2,4,3,5,5,5,0,0,4,0,3,0
350,4,0,3,1,4,0,0,4,3,0,1,3,2,4,3,0,4,0,5,0,4,5,2,0,0,4,0,0,0,5,0,4,0,4,0,4,5,4,5,0,5,0,4,3,3,4,5,4,0,4,0,5,1,5,5,3,4,5,0,0,5,5,5,0,5,5,2,1,0,4,4,0,0,0,0,0,1,2,0,0,4,4,2,1,0,0,5,2,3,0,5,0,0,0,4
351,5,0,0,0,4,0,3,5,0,4,3,1,0,0,0,4,0,0,0,0,4,0,0,0,5,5,0,0,0,1,4,4,0,0,4,4,4,0,4,5,0,5,3,0,0,5,3,5,2,3,0,3,0,5,5,0,4,4,3,0,3,0,4,0,4,0,0,5,3,0,0,0,0,3,0,4,3,5,5,0,0,4,0,1,0,5,0,1,0,0,5,3,4,5,2
352,0,3,5,4,3,5,0,0,5,5,0,0,5,0,5,2,0,2,0,0,0,5,0,2,5,3,5,4,0,4,5,4,5,0,5,3,4,4,1,0,0,4,4,0,5,0,3,4,4,0,0,0,4,0,5,0,4,0,5,0,0,4,0,4,4,4,0,4,4,4,0,1,3,0,5,3,4,3,0,0,5,0,0,4,4,5,0,4,5,3,5,5,1,5,0
353,0,0,0,0,4,4,3,5,0,5,3,0,0,1,0,5,3,1,0,5,5,5,4,4,4,5,5,0,3,0,5,0,5,4,0,3,1,0,0,3,3,0,0,0,0,0,5,0,5,3,0,3,1,1,0,0,0,1,0,4,0,3,4,0,0,5,1,4,4,0,3,3,4,0,2,5,3,5,4,1,5,4,0,5,4,0,0,0,5,0,2,0,0,4,0
354,4,0,3,1,3,3,0,4,5,1,3,4,0,4,5,5,0,0,4,3,0,2,0,0,0,0,3,5,3,3,0,0,4,0,4,4,5,0,5,5,1,5,3,0,1,0,5,5,0,5,4,2,5,0,4,0,0,0,3,5,4,0,4,4,0,0,0,5,5,4,0,0,5,2,4,0,0,0,0,5,5,5,0,4,5,0,0,0,3,4,0,0,4,0,4
